int64_field_0,player_name,teamId,gamesPlayed,points,goals,twoPointGoals,assists,powerPlayGoals,shortHandedGoals,pim,shots,twoPointShots,shotsOnGoal,twoPointShotsOnGoal,SOFF,groundBalls,faceoffs,faceoffsWon,faceoffsLost,turnovers,causedTurnovers,goalsAgainst,GAA,twoPointGoalsAgainst,twoPtGaa,saves,numPenalties,savePct,goalieWins,goalieLosses,goalieTies,gamesStarted,tof,statLeague,seasonSegment
204,Matt Kavanagh,RED,6,11,7,0,4,1,0,0,24,0,16,0,8,6,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,4,0,PLL,regular
146,Matt Kavanagh,RED,3,7,3,0,4,0,0,0,13,0,7,0,6,6,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,3,0,PLL,post
187,Luke Anderson,BAY,5,3,2,0,1,0,0,0,4,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
223,Zed Williams,CAN,1,5,4,0,1,0,0,0,14,0,7,0,7,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
247,Matt Kavanagh,RED,9,24,15,1,8,2,0,1,54,1,36,1,18,14,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
175,Ryan Ambler,ARC,3,10,6,0,4,1,0,0,16,0,11,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,PLL,post
188,Lyle Thompson,BAY,5,19,14,0,5,0,0,0,37,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
118,Justin Guterding,CHR,2,8,4,1,3,1,0,0,18,1,9,1,9,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,PLL,post
143,Jack Tigh,NYL,3,1,0,0,1,0,0,0,5,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
217,Will Manny,ARC,3,20,13,0,7,0,0,0,27,0,19,0,8,3,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,0,PLL,post
136,Marcus Holman,ARC,3,11,10,0,1,0,0,0,33,1,22,0,11,5,0,0,0,7,3,0,0,0,0,0,1,0,0,0,0,3,0,PLL,post
116,Josh Byrne,CHA,2,4,2,0,2,1,0,0,3,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,PLL,post
147,Matt Landis,RED,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,PLL,post
169,Noah Richard,ATL,2,2,1,0,1,0,0,0,1,0,1,0,0,2,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
248,Matt Landis,RED,7,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
194,Josh Byrne,CHA,8,25,17,0,8,3,2,1,39,1,25,1,14,11,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
171,Kevin Buchanan,CHA,7,3,2,0,1,0,0,0,9,1,6,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,PLL,regular
55,Charlie Ford,CAN,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
120,Kevin Buchanan,CHA,2,2,1,0,1,0,0,2,6,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,PLL,post
206,Matt Rambo,WHP,6,25,7,0,18,0,0,0,22,0,14,0,8,6,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,6,0,PLL,regular
89,Davey Emala,ARC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
95,Dom Madonna,CAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
148,Jake Pulver,RAT,15,2,0,0,2,0,0,5,3,0,1,0,2,42,1,0,1,6,23,0,0,0,0,0,6,0,0,0,0,0,0,MLL,regular
149,Matt Rambo,WHP,2,7,4,0,3,0,0,0,11,0,7,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,PLL,post
135,Lyle Thompson,BAY,2,8,5,0,3,0,0,0,14,0,6,0,8,5,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
151,Jake Withers,CAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
250,Matt Rambo,WHP,10,42,19,0,23,0,0,2,66,0,34,0,32,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
210,Max Tuttle,WHP,6,3,3,0,0,0,0,0,13,0,5,0,8,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
231,Lyle Thompson,BAY,15,73,46,0,27,0,0,1,137,0,91,0,46,35,0,0,0,37,7,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
141,Matt Abbott,BAY,2,2,1,0,1,0,0,0,2,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
240,Martin Bowes,CAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
262,Michael Noone,ARC,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
241,Matt Abbott,BAY,16,15,11,0,4,0,0,0,41,0,24,0,17,30,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
273,Mikey Herring,CAN,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
215,Michael Panepinto,BAY,5,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
294,Noah Richard,ATL,9,4,3,1,0,0,0,1,3,1,3,1,0,23,8,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
342,Steven Waldeck,ARC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
263,Michael Panepinto,BAY,1,1,1,0,0,0,0,0,3,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
271,Mike Unterstein,BAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
228,Nate Solomon,BAY,5,13,8,0,5,0,0,0,15,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
231,Nick Chaykowsky,BAY,5,1,1,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
150,Jake Seau,RAT,7,5,5,0,0,0,0,0,25,0,11,0,14,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
133,James Burr,OUT,5,7,4,0,3,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
295,Pat Young,ATL,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
355,Timmy Monahan,BLZ,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
278,Nate Solomon,BLZ,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
160,Jay Drapeau,OUT,3,2,2,0,0,0,0,0,14,0,7,0,7,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
245,Paul Rabil,ATL,5,5,1,0,4,0,0,0,19,3,8,2,11,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,5,0,PLL,regular
88,Danny Seibel,CAN,1,2,2,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
232,Nick Manis,BAY,5,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
346,Teddy Hatfield,BLZ,1,1,0,0,1,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
169,Joe Saggese,RAT,4,4,3,0,1,0,0,0,15,0,9,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
16,Bill O'Brien,CAN,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
196,Justin Guterding,CHR,10,35,20,1,14,2,0,0,62,2,38,1,24,15,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
174,Joey Sessa,NYL,4,3,1,0,2,0,0,0,3,0,2,0,1,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
71,Colin Dunster,BLZ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
177,John Daniggelis,NYL,5,2,2,0,0,0,0,0,3,0,2,0,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
148,John Grant Jr.,OUT,4,4,0,0,4,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
115,Erik Evans,BLZ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
212,Michael Ehrhardt,WHP,6,7,2,2,3,0,0,0,9,8,4,4,5,26,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,6,0,PLL,regular
105,John Grant Jr.,OUT,2,8,6,0,2,0,0,0,12,0,10,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
172,Paul Rabil,ATL,2,4,2,0,2,0,0,0,13,2,8,0,5,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,PLL,post
179,John Grant Jr.,OUT,14,39,21,0,18,0,0,3,67,0,45,0,22,13,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,0,0,MLL,regular
170,Justin Turri,CHR,5,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
168,Justin Reh,NYL,5,3,0,0,3,0,0,0,9,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
198,Justin Reh,NYL,14,29,15,0,14,0,0,2,42,0,32,0,10,17,0,0,0,7,1,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
134,Luke Duprey,CHR,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PLL,post
169,Justin Schwenk,HAM,5,0,0,0,0,0,0,0,1,0,0,0,0,12,69,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
343,Tanner Thomson,BLZ,2,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
199,Kaisuke Iwamoto,OUT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
202,Kevin Crowley,NYL,16,27,18,0,9,0,0,6,68,0,47,0,21,21,0,0,0,21,5,0,0,0,0,0,6,0,0,0,0,0,0,MLL,regular
165,Nick Manis,BAY,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
54,Charlie Durbin,CAN,2,2,2,0,0,0,0,0,4,0,2,0,2,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
298,Paul Rabil,ATL,10,23,11,1,11,1,0,2,47,9,27,4,20,8,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
154,Michael Ehrhardt,WHP,2,0,0,0,0,0,0,0,3,2,0,0,3,4,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
201,Kevin Buchanan,CHA,9,9,8,0,1,0,0,0,23,1,13,0,10,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
358,TJ Kemp,BLZ,2,1,1,0,0,0,0,0,4,0,2,0,2,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
206,Kevin McNally,NYL,2,2,2,0,0,0,0,0,6,0,5,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
211,Kohta Kurashima,OUT,1,1,1,0,0,0,0,0,5,0,1,0,4,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
279,Nate Solomon,CAN,2,1,0,0,1,0,0,0,6,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
159,Jay Drapeau,CAN,2,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
333,Shawn Evans,CAN,2,3,1,0,2,0,0,0,7,0,5,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
153,James Burr,CAN,2,4,3,0,1,0,0,0,9,0,6,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
212,Kristian Alleyne,RAT,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.2,0,0,0,0,0,0,0,0,0,900,MLL,regular
230,Luke Duprey,CHR,2,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
51,Chad Toliver,BLZ,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
116,Evan Connell,ARC,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
120,Goran Murray,ARC,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
214,Kyle Buchanan,RAT,4,4,2,0,2,0,0,0,12,0,6,0,6,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
282,Nicholas Tintle,ARC,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
176,John Daniggelis,CAN,3,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
259,Michael Ehrhardt,WHP,9,13,5,3,5,0,0,2,20,13,14,10,6,25,12,4,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
219,Mike Chanenchuk,WHP,6,14,8,2,4,3,0,0,28,12,16,6,12,4,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,6,0,PLL,regular
219,Kyle Killen,OUT,3,3,3,0,0,0,0,0,12,0,5,0,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
129,Kyle Marr,OUT,2,2,1,0,1,0,0,0,3,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
220,Kyle Marr,OUT,4,9,5,1,3,0,0,0,15,0,9,0,6,12,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
158,Mike Chanenchuk,WHP,2,8,4,3,1,2,0,0,12,7,8,5,4,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,PLL,post
184,Kyle Pless,OUT,5,2,0,0,2,0,0,0,1,0,0,0,0,14,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
131,Kyle Pless,OUT,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
222,Kyle Pless,OUT,7,1,1,0,0,0,0,2,2,0,2,0,0,12,2,0,2,1,5,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
185,Landon Kramer,HAM,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
143,Matt Danowski,CHR,2,0,0,0,0,0,0,0,4,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,PLL,post
225,Landon Kramer,RAT,5,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
267,Mike Chanenchuk,WHP,10,26,15,7,4,3,1,0,65,24,31,12,34,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
203,Kevin Fox,BLZ,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
243,Matt Danowski,CHR,10,15,8,1,6,0,1,1,35,10,20,7,15,3,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
229,Lucas Wittenberg,RAT,11,16,10,1,5,0,0,1,40,0,28,0,12,7,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
225,Myles Jones,RED,6,13,6,2,5,3,0,1,30,6,18,5,12,7,0,0,0,10,1,0,0,0,0,0,2,0,0,0,0,6,0,PLL,regular
99,Drew Schantz,BLZ,4,3,0,0,3,0,0,1,3,0,2,0,1,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
190,Mark Andrejack,NYL,5,1,1,0,0,0,0,0,2,0,0,0,0,19,112,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
233,Mark Andrejack,NYL,7,1,0,0,1,0,0,1,6,0,3,0,3,17,92,37,55,2,0,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
253,Rob Pannell,ATL,5,15,6,0,9,0,0,0,34,1,17,1,17,14,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,5,0,PLL,regular
130,Kyle McClancy,CHA,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PLL,post
201,Matt Gaudet,CHR,5,8,8,0,0,2,0,0,16,0,9,0,7,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5,0,PLL,regular
236,Nick Ossello,RED,6,0,0,0,0,0,0,1,5,2,2,1,3,4,2,0,2,0,5,0,0,0,0,0,2,0,0,0,0,0,0,PLL,regular
130,Ian MacKay,ARC,4,3,2,0,1,2,0,0,11,3,7,2,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
12,Austin Sims,ARC,4,2,2,0,0,0,0,0,12,2,6,1,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
287,Nick Ossello,RED,3,0,0,0,0,0,0,7,3,0,0,0,3,6,12,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
193,Mark Ellis,NYL,5,2,1,0,1,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
235,Mark Ellis,NYL,4,1,1,0,0,0,0,1,3,0,2,0,1,6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
238,Mark Matthews,NYL,3,7,4,0,3,0,0,1,16,0,12,0,4,5,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
200,Matt Farrell,HAM,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
237,Mark Matthews,BLZ,4,16,4,0,12,0,0,0,20,0,11,0,9,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
240,Noah Richard,WAT,5,0,0,0,0,0,0,1,4,1,3,0,1,11,0,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,PLL,regular
41,Brock Turnbaugh,BLZ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
246,Matt Gilray,OUT,12,6,3,0,3,0,0,0,4,0,3,0,1,59,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
153,Max Tuttle,CHR,2,0,0,0,0,0,0,0,4,0,1,0,3,2,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,PLL,post
253,Matthew Borges,NYL,7,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,MLL,regular
284,Nick Manis,BAY,13,0,0,0,0,0,0,2,3,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
209,Max Adler,OUT,4,1,1,0,0,0,0,0,2,0,0,0,0,22,71,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
151,Max Adler,OUT,2,1,1,0,0,0,0,0,2,0,1,0,1,17,56,27,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
233,Nick Mariano,BAY,5,3,3,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
254,Max Adler,OUT,15,8,5,0,3,0,0,1,13,0,6,0,7,110,439,256,183,11,2,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
221,Kyle McClancy,CHA,10,4,1,0,3,0,0,2,4,0,3,0,1,14,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
257,Max Tuttle,CHR,9,7,5,0,2,0,1,1,33,4,15,3,18,12,2,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
242,Patrick Foley,WAT,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,PLL,regular
26,Brendan Fowler,ARC,5,0,0,0,0,0,0,1,3,0,2,0,1,9,41,18,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
256,Max Tennant,OUT,2,2,2,0,0,0,0,1,10,0,7,0,3,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
166,Nick Mariano,BAY,2,5,2,0,3,0,0,0,10,0,5,0,5,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
118,Freddy Freibott,BLZ,5,1,1,0,0,0,0,1,6,0,3,0,3,11,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
195,Mark Glicini,CHA,7,2,1,0,1,0,0,0,4,1,2,1,2,11,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,PLL,regular
243,Patrick Harbeson,RED,6,2,1,0,1,0,0,1,6,1,5,1,1,16,0,0,0,3,11,0,0,0,0,0,2,0,0,0,0,0,0,PLL,regular
258,Michael Begley,NYL,16,9,7,0,2,0,0,5,17,0,12,0,5,31,0,0,0,12,3,0,0,0,0,0,7,0,0,0,0,0,0,MLL,regular
211,Michael Brown,HAM,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
82,Curtis Corley,ARC,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
98,Drew Adams,ARC,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6.819672131,1,0.262295082,47,0,0.6438356164,3,3,0,0,10980,PLL,regular
213,Michael Kraus,HAM,5,7,5,0,2,0,0,0,21,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
138,Mark Glicini,CHA,2,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
170,Patrick Harbeson,RED,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
214,Michael Manley,CHR,5,1,1,0,0,0,0,1,5,3,1,0,4,13,0,0,0,4,5,0,0,0,0,0,1,0,0,0,0,5,0,PLL,regular
296,Patrick Harbeson,RED,10,3,3,0,0,0,0,2,9,0,6,0,3,21,4,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
261,Michael Manley,CHR,8,3,1,1,1,0,0,3,1,1,1,1,0,15,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
285,Nick Mariano,BAY,16,27,20,0,7,0,0,4,70,0,44,0,26,18,0,0,0,16,3,0,0,0,0,0,4,0,0,0,0,0,0,MLL,regular
159,Mike O'Neil,CHR,2,1,1,0,0,0,0,1,3,0,2,0,1,3,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,PLL,post
155,James Leary,CAN,6,0,0,0,0,0,0,1,2,0,0,0,2,16,2,0,2,2,11,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
277,Nate Farrell,CAN,6,0,0,0,0,0,0,0,2,0,0,0,2,21,102,47,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
260,Michael Lazore,RAT,13,2,1,0,1,0,0,4,11,0,1,0,10,9,0,0,0,5,2,0,0,0,0,0,3,0,0,0,0,0,0,MLL,regular
216,Michael Rexrode,OUT,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
168,Niko Amato,BAY,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MLL,post
269,Mike O'Neil,CHR,7,1,1,0,0,0,0,0,4,2,3,1,1,11,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
208,Kevin Rice,ARC,6,7,3,0,4,0,0,1,27,1,17,0,10,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
236,Mark Glicini,CHA,10,5,2,0,3,0,0,2,7,0,4,0,3,18,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
173,Joey Sankey,ARC,6,9,4,0,5,0,0,0,29,0,19,0,10,8,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
247,Peyton Smith,RED,6,0,0,0,0,0,0,0,0,0,0,0,0,9,66,25,41,1,0,0,0,0,0,0,0,0,0,0,0,5,0,PLL,regular
155,Michael Rexrode,OUT,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
