int64_field_0,player_name,teamId,gamesPlayed,points,goals,twoPointGoals,assists,powerPlayGoals,shortHandedGoals,pim,shots,twoPointShots,shotsOnGoal,twoPointShotsOnGoal,SOFF,groundBalls,faceoffs,faceoffsWon,faceoffsLost,turnovers,causedTurnovers,goalsAgainst,GAA,twoPointGoalsAgainst,twoPtGaa,saves,numPenalties,savePct,goalieWins,goalieLosses,goalieTies,gamesStarted,tof,statLeague,seasonSegment
255,Romar Dennis,ATL,5,6,4,1,1,0,0,1,18,4,8,3,10,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,PLL,regular
264,Michael Rexrode,OUT,16,0,0,0,0,0,0,4,1,0,0,0,1,35,0,0,0,4,16,0,0,0,0,0,3,0,0,0,0,0,0,MLL,regular
245,Matt Dziama,CAN,7,1,1,0,0,0,0,1,2,0,1,0,1,5,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
268,Mike Hernandez,OUT,6,1,1,0,0,0,0,1,10,0,4,0,6,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
229,Ned Crotty,CHR,4,10,3,0,7,0,0,0,11,2,4,0,7,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,PLL,regular
220,Mike Mayer,NYL,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
272,Mike Unterstein,NYL,11,1,0,0,1,0,0,9,2,0,0,0,2,10,0,0,0,1,2,0,0,0,0,0,9,0,0,0,0,0,0,MLL,regular
270,Mike Simon,ARC,7,2,1,1,0,0,1,0,6,3,3,2,3,5,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
222,Mikie Schlosser,OUT,5,4,3,0,1,0,0,0,8,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
207,Matt Rees,CHA,7,0,0,0,0,0,0,2,4,3,2,1,2,17,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,1,0,PLL,regular
291,Niko Amato,BAY,16,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,7,0,131,9.700959091,5,0.3702656142,124,0,0.4862745098,0,0,0,0,38891,MLL,regular
258,Ryan Brown,ATL,5,6,6,0,0,2,0,0,23,1,15,0,8,5,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,5,0,PLL,regular
161,Mikie Schlosser,OUT,2,6,4,0,2,0,0,0,18,0,8,0,10,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
259,Ryan Drenner,WAT,5,4,3,0,1,0,0,0,14,0,6,0,8,5,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,0,PLL,regular
274,Mikie Schlosser,OUT,12,24,17,1,6,0,0,0,74,0,33,0,41,11,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
223,Miles Silva,OUT,5,4,4,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
164,Ned Crotty,CHR,2,1,0,0,1,0,0,0,2,1,2,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,PLL,post
107,Eddie Bouhall,BLZ,8,1,0,0,1,0,0,3,1,0,1,0,0,15,0,0,0,3,8,0,0,0,0,0,3,0,0,0,0,0,0,MLL,regular
281,Ned Crotty,CHR,10,27,17,1,9,0,0,0,46,6,29,2,17,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
251,Matt Rees,CHA,7,6,4,2,0,1,0,0,10,6,4,2,6,6,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
280,Nate Solomon,NYL,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
367,Tyler Pfister,ARC,8,2,0,0,2,0,0,1,6,1,3,1,3,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
178,Ryan Drenner,WHP,2,0,0,0,0,0,0,0,7,2,4,1,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,PLL,post
309,Ryan Drenner,WHP,10,21,19,1,1,0,1,0,61,2,37,2,24,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
230,Nick Aponte,NYL,5,6,4,0,2,0,0,0,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
283,Nick Aponte,NYL,12,24,17,0,7,0,0,1,54,0,30,0,24,13,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
264,Ryder Garnsey,RED,6,16,10,0,6,0,0,4,38,0,26,0,12,12,0,0,0,8,2,0,0,0,0,0,5,0,0,0,0,6,0,PLL,regular
183,Ryder Garnsey,RED,3,10,6,0,4,0,0,0,15,0,8,0,7,4,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,3,0,PLL,post
176,Ryan Brown,ATL,2,2,2,0,0,0,0,0,9,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,PLL,post
65,Christian Cuccinello,ARC,8,12,8,0,4,0,0,1,28,1,17,0,11,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
312,Ryan Hursey,BAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
319,Ryder Garnsey,RED,9,24,14,0,10,3,0,0,40,0,28,0,12,11,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
266,Mike Bocklet,CHA,2,3,1,0,2,0,0,0,4,0,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
265,Ryland Rees,WAT,5,4,2,2,0,0,0,2,10,9,5,5,5,16,0,0,0,3,6,0,0,0,0,0,2,0,0,0,0,5,0,PLL,regular
288,Nick Spillane,NYL,8,9,4,0,5,0,0,0,15,0,14,0,1,10,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
0,Adam Ghitelman,ARC,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,11.11111111,4,0.5925925926,79,0,0.512987013,5,4,0,0,19440,PLL,regular
239,Mark McNeill,ARC,9,0,0,0,0,0,0,1,2,0,2,0,0,18,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
307,Ryan Brown,ATL,10,25,21,1,3,2,0,0,81,14,46,7,35,8,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
276,Sergio Perkovic,RED,6,15,9,6,0,1,0,0,35,11,25,9,10,5,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,6,0,PLL,regular
289,Nick Steinfeld,RAT,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
237,Nick Washuta,OUT,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,22,6.948130277,0,0,20,0,0.4761904762,0,0,0,0,9119,MLL,regular
251,Reece Eddy,CHR,5,1,1,0,0,0,0,3,2,0,2,0,0,13,0,0,0,2,5,0,0,0,0,0,3,0,0,0,0,0,0,PLL,regular
177,Ryan Conrad,ATL,1,2,1,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
224,Miles Thompson,CHA,7,5,4,0,1,1,0,0,11,0,10,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,PLL,regular
305,Ryan Ambler,ARC,9,10,3,0,7,0,0,0,14,0,6,0,8,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
84,Dan Eipp,ARC,9,8,5,0,3,0,0,0,19,0,12,0,7,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
189,Sergio Perkovic,RED,3,6,4,2,0,0,0,2,11,4,7,3,4,2,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,PLL,post
330,Sergio Perkovic,RED,10,10,9,0,1,0,0,5,43,14,21,5,22,4,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
162,Miles Thompson,CHA,2,5,2,0,3,1,0,0,5,0,3,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,PLL,post
275,Miles Thompson,CHA,6,17,11,0,6,1,0,0,28,1,17,1,11,7,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
238,Nicky Galasso,NYL,5,10,4,0,6,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
260,Ryan Keenan,BAY,5,7,6,0,1,0,0,0,15,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
47,Cal Dearth,CAN,9,13,9,0,4,0,0,0,30,0,19,0,11,6,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
174,Romar Dennis,CHR,2,0,0,0,0,0,0,0,4,1,3,1,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,PLL,post
190,Sergio Salcido,RED,3,1,0,0,1,0,0,0,13,0,5,0,8,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,PLL,post
304,Romar Dennis,CHR,10,6,4,1,1,0,0,1,24,11,8,2,16,7,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
331,Sergio Salcido,RED,10,20,10,1,9,0,0,2,43,3,20,1,23,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
163,Myles Jones,CHA,2,3,2,0,1,2,0,0,8,1,5,1,3,4,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,2,0,PLL,post
308,Ryan Conrad,ATL,4,0,0,0,0,0,0,2,3,0,0,0,3,8,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
290,Nicky Galasso,NYL,10,16,13,0,3,0,0,0,37,0,21,0,16,12,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
103,Dylan Gaines,BLZ,10,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,2,6,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
272,Scott Rodgers,ATL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
144,Jackson Place,ARC,10,0,0,0,0,0,0,3,0,0,0,0,0,22,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
179,Ryan Flanagan,CHR,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,PLL,post
281,Steven DeNapoli,WAT,5,3,1,1,1,0,0,0,7,4,4,2,3,14,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
322,Scott Hooper,CAN,10,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,4,9,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
289,Tim Muller,WHP,6,1,1,0,0,0,0,0,1,0,1,0,0,10,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,0,PLL,regular
188,Scott Rodgers,ATL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,20,0,0,10,0,0.5,0,0,0,0,1440,PLL,post
276,Myles Jones,CHA,10,18,7,1,10,0,0,3,43,9,19,3,24,9,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
202,Tim Muller,WHP,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,PLL,post
352,Tim Muller,WHP,10,1,1,0,0,0,0,1,1,0,1,0,0,19,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
324,Scott Rodgers,ATL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,1,24,2,0,0.5,0,2,0,0,120,PLL,regular
96,Dominique Alexander,ARC,10,1,0,0,1,0,0,3,3,1,1,1,2,15,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
171,Patrick Resch,CHA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PLL,post
196,Steven Brooks,ATL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
249,Matt McMahon,ARC,10,0,0,0,0,0,0,0,3,3,0,0,3,23,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
203,Tim Rotanz,WHP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
297,Patrick Resch,CHA,8,1,1,0,0,0,0,0,3,0,2,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
265,Michael Skudin,CAN,10,1,1,0,0,0,0,4,4,0,3,0,1,16,0,0,0,5,10,0,0,0,0,0,3,0,0,0,0,0,0,MLL,regular
353,Tim Rotanz,WHP,4,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
290,Tim Troutner,RED,6,0,0,0,0,0,0,0,4,4,1,1,3,12,0,0,0,2,3,56,9.071886601,7,1.133985825,71,0,0.5590551181,0,0,0,6,17778,PLL,regular
204,Tim Troutner,RED,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,29,9.666666667,2,0.6666666667,41,0,0.5857142857,0,0,0,3,8640,PLL,post
310,Ryan Flanagan,CHR,6,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
277,Sergio Salcido,CHA,7,8,7,0,1,0,0,0,26,6,18,2,8,4,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,7,0,PLL,regular
284,Thomas Kelly,CHA,7,1,0,0,1,0,0,1,3,0,0,0,3,23,157,59,98,5,0,0,0,0,0,0,1,0,0,0,0,7,0,PLL,regular
354,Tim Troutner,RED,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,10.26415094,10,1.006289308,116,0,0.5321100917,5,5,0,0,28620,PLL,regular
339,Steven Brooks,ATL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
338,Stephen Kelly,ARC,10,7,3,0,4,0,0,0,8,0,7,0,1,56,193,92,101,5,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
291,TJ Comizio,WHP,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,PLL,regular
266,Sam Duggan,CHR,5,5,3,1,1,0,0,1,5,2,3,1,2,10,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,PLL,regular
200,Thomas Kelly,CHA,2,0,0,0,0,0,0,0,2,0,1,0,1,8,42,20,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PLL,post
197,Steven DeNapoli,ATL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
300,Tyler Dunn,RED,5,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
323,Scott Ratliff,ARC,10,4,2,0,2,0,0,1,15,7,6,3,9,29,7,1,6,8,13,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
340,Steven DeNapoli,ATL,7,2,0,0,2,0,0,1,1,0,0,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
296,Trevor Baptiste,ATL,5,1,1,0,0,0,0,1,3,0,2,0,1,22,106,57,49,1,2,0,0,0,0,0,2,0,0,0,0,5,0,PLL,regular
193,Simon Mathias,CHR,2,4,2,0,2,0,0,0,7,0,7,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
185,John Uppgren,CAN,10,10,7,0,3,0,0,0,29,0,15,0,14,11,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
239,Noah Rak,HAM,3,2,2,0,0,0,0,0,3,0,0,0,0,18,58,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
366,Tyler Dunn,RED,5,0,0,0,0,0,0,1,2,0,0,0,2,5,15,2,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
302,Tyler Warner,WHP,6,0,0,0,0,0,0,1,2,2,1,1,1,16,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,PLL,regular
349,Thomas Kelly,CHA,10,2,2,0,0,0,0,0,7,0,5,0,2,70,252,131,121,13,2,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
335,Simon Mathias,CHR,6,7,6,0,1,0,0,1,26,0,16,0,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
208,Trevor Baptiste,ATL,1,0,0,0,0,0,0,0,3,1,0,0,3,10,24,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
212,Tyler Warner,WHP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
364,Ty Thompson,CHR,4,3,2,0,1,0,0,0,5,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
168,Joe Reid,BLZ,10,7,7,0,0,0,0,0,36,0,20,0,16,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
293,Noah Rak,NYL,2,0,0,0,0,0,0,0,0,0,0,0,0,10,37,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
213,Tyler Warner,WHP,2,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,PLL,post
361,Trevor Baptiste,ATL,10,7,3,1,3,0,0,0,15,6,4,1,11,73,261,164,97,10,3,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
298,Troy Reh,CHA,7,3,1,1,1,0,0,0,3,3,2,2,1,17,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,6,0,PLL,regular
368,Tyler Warner,WHP,10,1,1,0,0,0,0,0,4,2,1,0,3,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
215,Wes Berg,RED,3,5,5,0,0,0,0,0,13,0,9,0,4,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
13,Ben McIntosh,ARC,10,13,11,0,2,2,0,1,44,1,27,1,17,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
307,Will Haus,CHR,5,4,3,0,1,0,0,2,4,0,4,0,0,9,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,PLL,regular
292,Noah Rak,RAT,6,2,1,0,1,0,0,0,2,0,1,0,1,42,37,17,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
299,Tucker Durkin,ATL,3,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,PLL,regular
370,Wes Berg,RED,5,4,4,0,0,2,0,0,8,0,7,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
209,Troy Reh,CHA,2,0,0,0,0,0,0,0,2,2,1,1,1,6,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,PLL,post
359,Tom Schreiber,ARC,10,37,17,2,18,3,1,0,60,7,29,5,31,9,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
362,Troy Reh,CHA,9,7,4,1,2,0,0,1,10,5,6,2,4,14,14,0,14,6,4,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
306,Wes Berg,WAT,5,5,1,0,4,0,0,0,12,0,9,0,3,3,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,2,0,PLL,regular
216,Will Haus,CHR,2,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,post
210,Tucker Durkin,ATL,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,PLL,post
371,Will Haus,CHR,10,4,4,0,0,0,0,2,11,1,8,1,3,17,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
313,Zach Currier,WAT,4,7,4,0,3,1,0,0,8,0,5,0,3,20,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,2,0,PLL,regular
317,Zed Williams,WHP,6,23,20,0,3,0,0,0,59,4,37,3,22,9,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,6,0,PLL,regular
232,Marcus Holman,ARC,10,32,23,2,7,4,0,2,74,10,43,5,31,17,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
372,Will Manny,ARC,10,30,22,1,7,3,0,0,74,2,50,2,24,7,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
363,Tucker Durkin,ATL,10,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,PLL,regular
255,Max Edelmann,BLZ,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,30,12.54719721,1,0.4182399071,25,0,0.4545454545,0,0,0,0,6886,MLL,regular
300,PT Ricci,CAN,11,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
241,Pat Aslanian,OUT,5,2,1,0,1,0,0,0,4,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
227,Leo Stouros,BLZ,11,5,3,0,2,0,0,5,6,0,4,0,2,22,0,0,0,7,4,0,0,0,0,0,5,0,0,0,0,0,0,MLL,regular
104,Dylan Maher,BLZ,11,9,7,2,0,0,0,0,25,0,13,0,12,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
180,Ryan Keenan,BAY,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
246,Peter Welch,NYL,5,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
215,Kyle Denhoff,CAN,11,20,13,3,4,0,0,2,45,0,24,0,21,7,0,0,0,10,2,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
301,Randy Staats,BLZ,11,50,17,0,33,0,0,7,82,0,47,0,35,14,0,0,0,34,1,0,0,0,0,0,3,0,0,0,0,0,0,MLL,regular
299,Peter Welch,NYL,5,1,1,0,0,0,0,2,1,0,1,0,0,5,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
302,Rob Pannell,NYL,16,63,33,1,29,0,0,2,155,0,78,0,77,43,0,0,0,44,1,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
313,Ryan Keenan,BAY,11,15,6,0,9,0,0,2,28,0,19,0,9,12,0,0,0,12,3,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
254,Robert Mooney,HAM,5,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
252,Matt Whitcher,BLZ,12,3,3,0,0,0,0,1,9,0,7,0,2,16,0,0,0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
303,Robert Mooney,RAT,9,1,1,0,0,0,0,0,6,0,2,0,4,10,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
257,Ryan Beville,HAM,5,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
306,Ryan Beville,RAT,15,2,2,0,0,0,0,8,6,0,3,0,3,27,0,0,0,5,8,0,0,0,0,0,6,0,0,0,0,0,0,MLL,regular
311,Ryan Fournier,RAT,7,2,1,0,1,0,0,3,4,0,2,0,2,11,14,2,12,4,5,0,0,0,0,0,3,0,0,0,0,0,0,MLL,regular
314,Ryan Keenan,RAT,1,1,1,0,0,0,0,0,2,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
261,Ryan Lee,OUT,5,20,18,0,2,0,0,0,59,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
49,Carlson Milikin,BLZ,13,0,0,0,0,0,0,7,2,0,1,0,1,5,0,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,MLL,regular
182,Ryan Tucker,BAY,2,2,2,0,0,0,0,0,6,0,4,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
317,Ryan Tucker,BAY,6,6,5,0,1,0,0,1,17,0,12,0,5,7,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
181,Ryan Lee,OUT,2,4,4,0,0,0,0,0,13,0,6,0,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
197,Justin Pugal,CAN,13,0,0,0,0,0,0,6,4,0,2,0,2,26,0,0,0,6,14,0,0,0,0,0,7,0,0,0,0,0,0,MLL,regular
154,James Fahey,CAN,13,2,1,1,0,0,0,5,5,0,3,0,2,23,3,1,2,4,8,0,0,0,0,0,5,0,0,0,0,0,0,MLL,regular
327,Sean Mayle,BAY,5,0,0,0,0,0,0,1,5,0,3,0,2,7,2,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
207,Kevin Reisman,CAN,13,2,1,0,1,0,0,2,10,0,6,0,4,109,375,199,176,14,0,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
315,Ryan Lee,OUT,11,46,38,1,7,0,0,2,115,0,76,0,39,25,0,0,0,20,2,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
242,Matt Bertrams,CAN,13,3,2,0,1,0,0,1,14,0,9,0,5,17,0,0,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
263,Ryan McNamara,HAM,5,8,5,0,3,0,0,0,33,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
278,Shane Simpson,BAY,5,6,3,0,3,0,0,0,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
52,Challen Rogers,CAN,13,30,18,1,11,0,0,1,42,0,24,0,18,15,0,0,0,22,2,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
316,Ryan McNamara,RAT,16,45,29,2,14,0,0,2,112,0,57,0,55,22,0,0,0,25,4,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
